Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request date,Request hour,Request mins,Request day,Request month,Request year,Drop date,Drop hour,Drop mins,Drop day,Drop month,Drop year
3096,Airport,3,Trip Completed,13-07-2016 08:17,13-07-2016 09:22,13-07-2016,8,17,13,7,2016,13-07-2016,9,22,13,7,2016
3881,Airport,3,Trip Completed,13-07-2016 21:54,13-07-2016 22:51,13-07-2016,21,54,13,7,2016,13-07-2016,22,51,13,7,2016
5254,City,3,Trip Completed,14-07-2016 21:23,14-07-2016 22:25,14-07-2016,21,23,14,7,2016,14-07-2016,22,25,14,7,2016
5434,City,3,Trip Completed,15-07-2016 02:41,15-07-2016 03:24,15-07-2016,2,41,15,7,2016,15-07-2016,3,24,15,7,2016
5916,City,3,Trip Completed,15-07-2016 10:00,15-07-2016 10:53,15-07-2016,10,0,15,7,2016,15-07-2016,10,53,15,7,2016
669,City,4,Trip Completed,11-07-2016 13:08,11-07-2016 13:49,11-07-2016,13,8,11,7,2016,11-07-2016,13,49,11,7,2016
1567,Airport,4,Trip Completed,12-07-2016 06:21,12-07-2016 07:10,12-07-2016,6,21,12,7,2016,12-07-2016,7,10,12,7,2016
1826,City,4,Trip Completed,12-07-2016 09:27,12-07-2016 10:27,12-07-2016,9,27,12,7,2016,12-07-2016,10,27,12,7,2016
2102,City,4,Trip Completed,12-07-2016 16:09,12-07-2016 17:01,12-07-2016,16,9,12,7,2016,12-07-2016,17,1,12,7,2016
2847,Airport,4,Trip Completed,13-07-2016 05:34,13-07-2016 06:09,13-07-2016,5,34,13,7,2016,13-07-2016,6,9,13,7,2016
3722,Airport,4,Trip Completed,13-07-2016 19:57,13-07-2016 20:32,13-07-2016,19,57,13,7,2016,13-07-2016,20,32,13,7,2016
4075,City,4,Trip Completed,14-07-2016 02:17,14-07-2016 03:21,14-07-2016,2,17,14,7,2016,14-07-2016,3,21,14,7,2016
4686,City,4,Trip Completed,14-07-2016 13:01,14-07-2016 13:45,14-07-2016,13,1,14,7,2016,14-07-2016,13,45,14,7,2016
5771,Airport,4,Trip Completed,15-07-2016 08:30,15-07-2016 09:37,15-07-2016,8,30,15,7,2016,15-07-2016,9,37,15,7,2016
6106,Airport,4,Trip Completed,15-07-2016 15:01,15-07-2016 15:47,15-07-2016,15,1,15,7,2016,15-07-2016,15,47,15,7,2016
312,City,5,Trip Completed,11-07-2016 07:27,11-07-2016 08:31,11-07-2016,7,27,11,7,2016,11-07-2016,8,31,11,7,2016
577,Airport,5,Trip Completed,11-07-2016 11:03,11-07-2016 12:01,11-07-2016,11,3,11,7,2016,11-07-2016,12,1,11,7,2016
1179,City,5,Trip Completed,11-07-2016 20:58,11-07-2016 21:45,11-07-2016,20,58,11,7,2016,11-07-2016,21,45,11,7,2016
1756,Airport,5,Trip Completed,12-07-2016 08:40,12-07-2016 09:23,12-07-2016,8,40,12,7,2016,12-07-2016,9,23,12,7,2016
2052,City,5,Trip Completed,12-07-2016 14:48,12-07-2016 15:50,12-07-2016,14,48,12,7,2016,12-07-2016,15,50,12,7,2016
2559,City,5,Trip Completed,12-07-2016 21:32,12-07-2016 22:29,12-07-2016,21,32,12,7,2016,12-07-2016,22,29,12,7,2016
3014,City,5,Trip Completed,13-07-2016 07:28,13-07-2016 08:29,13-07-2016,7,28,13,7,2016,13-07-2016,8,29,13,7,2016
3317,City,5,Trip Completed,13-07-2016 12:14,13-07-2016 12:46,13-07-2016,12,14,13,7,2016,13-07-2016,12,46,13,7,2016
4297,City,5,Trip Completed,14-07-2016 06:43,14-07-2016 07:49,14-07-2016,6,43,14,7,2016,14-07-2016,7,49,14,7,2016
5857,Airport,5,Trip Completed,15-07-2016 09:08,15-07-2016 10:07,15-07-2016,9,8,15,7,2016,15-07-2016,10,7,15,7,2016
6690,Airport,5,Trip Completed,15-07-2016 22:41,15-07-2016 23:51,15-07-2016,22,41,15,7,2016,15-07-2016,23,51,15,7,2016
1517,Airport,6,Trip Completed,12-07-2016 05:45,12-07-2016 06:28,12-07-2016,5,45,12,7,2016,12-07-2016,6,28,12,7,2016
1999,Airport,6,Trip Completed,12-07-2016 13:02,12-07-2016 13:51,12-07-2016,13,2,12,7,2016,12-07-2016,13,51,12,7,2016
2960,Airport,6,Trip Completed,13-07-2016 06:50,13-07-2016 07:40,13-07-2016,6,50,13,7,2016,13-07-2016,7,40,13,7,2016
3882,City,6,Trip Completed,13-07-2016 21:53,13-07-2016 22:45,13-07-2016,21,53,13,7,2016,13-07-2016,22,45,13,7,2016
4081,Airport,6,Trip Completed,14-07-2016 02:37,14-07-2016 03:30,14-07-2016,2,37,14,7,2016,14-07-2016,3,30,14,7,2016
4740,City,6,Trip Completed,14-07-2016 14:50,14-07-2016 15:38,14-07-2016,14,50,14,7,2016,14-07-2016,15,38,14,7,2016
5270,City,6,Trip Completed,14-07-2016 21:33,14-07-2016 22:25,14-07-2016,21,33,14,7,2016,14-07-2016,22,25,14,7,2016
6758,Airport,6,Trip Completed,15-07-2016 00:03,15-07-2016 01:07,15-07-2016,0,3,15,7,2016,15-07-2016,1,7,15,7,2016
5741,City,6,Trip Completed,15-07-2016 07:52,15-07-2016 08:38,15-07-2016,7,52,15,7,2016,15-07-2016,8,38,15,7,2016
6087,Airport,6,Trip Completed,15-07-2016 14:28,15-07-2016 15:33,15-07-2016,14,28,15,7,2016,15-07-2016,15,33,15,7,2016
1039,City,7,Trip Completed,11-07-2016 19:31,11-07-2016 20:41,11-07-2016,19,31,11,7,2016,11-07-2016,20,41,11,7,2016
1273,Airport,7,Trip Completed,11-07-2016 22:07,11-07-2016 23:12,11-07-2016,22,7,11,7,2016,11-07-2016,23,12,11,7,2016
2480,City,7,Trip Completed,12-07-2016 20:39,12-07-2016 21:28,12-07-2016,20,39,12,7,2016,12-07-2016,21,28,12,7,2016
4105,City,7,Trip Completed,14-07-2016 03:39,14-07-2016 04:39,14-07-2016,3,39,14,7,2016,14-07-2016,4,39,14,7,2016
4509,City,7,Trip Completed,14-07-2016 09:11,14-07-2016 10:17,14-07-2016,9,11,14,7,2016,14-07-2016,10,17,14,7,2016
4986,Airport,7,Trip Completed,14-07-2016 18:52,14-07-2016 19:50,14-07-2016,18,52,14,7,2016,14-07-2016,19,50,14,7,2016
5898,City,7,Trip Completed,15-07-2016 09:50,15-07-2016 10:40,15-07-2016,9,50,15,7,2016,15-07-2016,10,40,15,7,2016
6142,Airport,7,Trip Completed,15-07-2016 15:50,15-07-2016 16:36,15-07-2016,15,50,15,7,2016,15-07-2016,16,36,15,7,2016
380,Airport,8,Trip Completed,11-07-2016 08:18,11-07-2016 09:18,11-07-2016,8,18,11,7,2016,11-07-2016,9,18,11,7,2016
1050,Airport,8,Trip Completed,11-07-2016 19:39,11-07-2016 20:30,11-07-2016,19,39,11,7,2016,11-07-2016,20,30,11,7,2016
1769,City,8,Trip Completed,12-07-2016 08:57,12-07-2016 09:24,12-07-2016,8,57,12,7,2016,12-07-2016,9,24,12,7,2016
2520,City,8,Trip Completed,12-07-2016 21:05,12-07-2016 22:20,12-07-2016,21,5,12,7,2016,12-07-2016,22,20,12,7,2016
3265,Airport,8,Trip Completed,13-07-2016 10:22,13-07-2016 11:07,13-07-2016,10,22,13,7,2016,13-07-2016,11,7,13,7,2016
4648,City,8,Trip Completed,14-07-2016 11:55,14-07-2016 12:59,14-07-2016,11,55,14,7,2016,14-07-2016,12,59,14,7,2016
449,Airport,9,Trip Completed,11-07-2016 09:08,11-07-2016 09:52,11-07-2016,9,8,11,7,2016,11-07-2016,9,52,11,7,2016
846,Airport,9,Trip Completed,11-07-2016 17:46,11-07-2016 18:52,11-07-2016,17,46,11,7,2016,11-07-2016,18,52,11,7,2016
1346,Airport,9,Trip Completed,11-07-2016 23:39,12-07-2016 00:23,11-07-2016,23,39,11,7,2016,12-07-2016,0,23,12,7,2016
1474,Airport,9,Trip Completed,12-07-2016 05:13,12-07-2016 05:56,12-07-2016,5,13,12,7,2016,12-07-2016,5,56,12,7,2016
2240,City,9,Trip Completed,12-07-2016 18:20,12-07-2016 18:54,12-07-2016,18,20,12,7,2016,12-07-2016,18,54,12,7,2016
3072,Airport,9,Trip Completed,13-07-2016 08:04,13-07-2016 08:36,13-07-2016,8,4,13,7,2016,13-07-2016,8,36,13,7,2016
3459,Airport,9,Trip Completed,13-07-2016 17:03,13-07-2016 17:31,13-07-2016,17,3,13,7,2016,13-07-2016,17,31,13,7,2016
3774,Airport,9,Trip Completed,13-07-2016 20:41,13-07-2016 21:27,13-07-2016,20,41,13,7,2016,13-07-2016,21,27,13,7,2016
4023,City,9,Trip Completed,13-07-2016 23:58,14-07-2016 00:58,13-07-2016,23,58,13,7,2016,14-07-2016,0,58,14,7,2016
4117,City,9,Trip Completed,14-07-2016 04:21,14-07-2016 05:07,14-07-2016,4,21,14,7,2016,14-07-2016,5,7,14,7,2016
4880,Airport,9,Trip Completed,14-07-2016 17:58,14-07-2016 19:02,14-07-2016,17,58,14,7,2016,14-07-2016,19,2,14,7,2016
5568,Airport,9,Trip Completed,15-07-2016 05:47,15-07-2016 06:25,15-07-2016,5,47,15,7,2016,15-07-2016,6,25,15,7,2016
5994,Airport,9,Trip Completed,15-07-2016 11:51,15-07-2016 12:32,15-07-2016,11,51,15,7,2016,15-07-2016,12,32,15,7,2016
1809,Airport,10,Trip Completed,12-07-2016 09:13,12-07-2016 10:01,12-07-2016,9,13,12,7,2016,12-07-2016,10,1,12,7,2016
2064,Airport,10,Trip Completed,12-07-2016 15:08,12-07-2016 16:14,12-07-2016,15,8,12,7,2016,12-07-2016,16,14,12,7,2016
3210,City,10,Trip Completed,13-07-2016 09:47,13-07-2016 10:52,13-07-2016,9,47,13,7,2016,13-07-2016,10,52,13,7,2016
4350,City,10,Trip Completed,14-07-2016 07:24,14-07-2016 08:22,14-07-2016,7,24,14,7,2016,14-07-2016,8,22,14,7,2016
4713,City,10,Trip Completed,14-07-2016 13:31,14-07-2016 14:10,14-07-2016,13,31,14,7,2016,14-07-2016,14,10,14,7,2016
5629,Airport,10,Trip Completed,15-07-2016 06:33,15-07-2016 07:19,15-07-2016,6,33,15,7,2016,15-07-2016,7,19,15,7,2016
6157,Airport,10,Trip Completed,15-07-2016 16:32,15-07-2016 17:44,15-07-2016,16,32,15,7,2016,15-07-2016,17,44,15,7,2016
2030,City,11,Trip Completed,12-07-2016 14:11,12-07-2016 15:02,12-07-2016,14,11,12,7,2016,12-07-2016,15,2,12,7,2016
3226,City,11,Trip Completed,13-07-2016 10:00,13-07-2016 11:02,13-07-2016,10,0,13,7,2016,13-07-2016,11,2,13,7,2016
3353,City,11,Trip Completed,13-07-2016 13:29,13-07-2016 14:09,13-07-2016,13,29,13,7,2016,13-07-2016,14,9,13,7,2016
4293,City,11,Trip Completed,14-07-2016 06:42,14-07-2016 07:12,14-07-2016,6,42,14,7,2016,14-07-2016,7,12,14,7,2016
4936,City,11,Trip Completed,14-07-2016 18:22,14-07-2016 19:14,14-07-2016,18,22,14,7,2016,14-07-2016,19,14,14,7,2016
5661,Airport,11,Trip Completed,15-07-2016 07:08,15-07-2016 07:59,15-07-2016,7,8,15,7,2016,15-07-2016,7,59,15,7,2016
5778,City,11,Trip Completed,15-07-2016 08:22,15-07-2016 09:13,15-07-2016,8,22,15,7,2016,15-07-2016,9,13,15,7,2016
6425,Airport,11,Trip Completed,15-07-2016 19:46,15-07-2016 20:26,15-07-2016,19,46,15,7,2016,15-07-2016,20,26,15,7,2016
45,Airport,12,Trip Completed,11-07-2016 03:17,11-07-2016 04:09,11-07-2016,3,17,11,7,2016,11-07-2016,4,9,11,7,2016
264,City,12,Trip Completed,11-07-2016 06:51,11-07-2016 07:40,11-07-2016,6,51,11,7,2016,11-07-2016,7,40,11,7,2016
1183,City,12,Trip Completed,11-07-2016 21:05,11-07-2016 21:38,11-07-2016,21,5,11,7,2016,11-07-2016,21,38,11,7,2016
1536,Airport,12,Trip Completed,12-07-2016 05:59,12-07-2016 06:59,12-07-2016,5,59,12,7,2016,12-07-2016,6,59,12,7,2016
2437,City,12,Trip Completed,12-07-2016 20:18,12-07-2016 21:26,12-07-2016,20,18,12,7,2016,12-07-2016,21,26,12,7,2016
2641,Airport,12,Trip Completed,12-07-2016 22:28,12-07-2016 23:05,12-07-2016,22,28,12,7,2016,12-07-2016,23,5,12,7,2016
4077,Airport,12,Trip Completed,14-07-2016 02:14,14-07-2016 03:13,14-07-2016,2,14,14,7,2016,14-07-2016,3,13,14,7,2016
4610,City,12,Trip Completed,14-07-2016 10:35,14-07-2016 11:39,14-07-2016,10,35,14,7,2016,14-07-2016,11,39,14,7,2016
5066,Airport,12,Trip Completed,14-07-2016 19:31,14-07-2016 20:14,14-07-2016,19,31,14,7,2016,14-07-2016,20,14,14,7,2016
5666,Airport,12,Trip Completed,15-07-2016 07:04,15-07-2016 08:12,15-07-2016,7,4,15,7,2016,15-07-2016,8,12,15,7,2016
5923,City,12,Trip Completed,15-07-2016 10:07,15-07-2016 10:50,15-07-2016,10,7,15,7,2016,15-07-2016,10,50,15,7,2016
6367,City,12,Trip Completed,15-07-2016 19:04,15-07-2016 19:46,15-07-2016,19,4,15,7,2016,15-07-2016,19,46,15,7,2016
155,City,13,Trip Completed,11-07-2016 05:32,11-07-2016 06:28,11-07-2016,5,32,11,7,2016,11-07-2016,6,28,11,7,2016
310,Airport,13,Trip Completed,11-07-2016 07:24,11-07-2016 08:28,11-07-2016,7,24,11,7,2016,11-07-2016,8,28,11,7,2016
607,City,13,Trip Completed,11-07-2016 11:51,11-07-2016 12:42,11-07-2016,11,51,11,7,2016,11-07-2016,12,42,11,7,2016
1012,City,13,Trip Completed,11-07-2016 19:15,11-07-2016 19:57,11-07-2016,19,15,11,7,2016,11-07-2016,19,57,11,7,2016
1696,Airport,13,Trip Completed,12-07-2016 08:01,12-07-2016 08:42,12-07-2016,8,1,12,7,2016,12-07-2016,8,42,12,7,2016
3076,City,13,Trip Completed,13-07-2016 08:09,13-07-2016 09:12,13-07-2016,8,9,13,7,2016,13-07-2016,9,12,13,7,2016
4198,Airport,13,Trip Completed,14-07-2016 05:32,14-07-2016 06:45,14-07-2016,5,32,14,7,2016,14-07-2016,6,45,14,7,2016
4627,City,13,Trip Completed,14-07-2016 11:13,14-07-2016 12:00,14-07-2016,11,13,14,7,2016,14-07-2016,12,0,14,7,2016
5289,City,13,Trip Completed,14-07-2016 21:43,14-07-2016 22:24,14-07-2016,21,43,14,7,2016,14-07-2016,22,24,14,7,2016
5495,Airport,13,Trip Completed,15-07-2016 05:00,15-07-2016 06:02,15-07-2016,5,0,15,7,2016,15-07-2016,6,2,15,7,2016
6656,Airport,13,Trip Completed,15-07-2016 22:08,15-07-2016 22:41,15-07-2016,22,8,15,7,2016,15-07-2016,22,41,15,7,2016
139,Airport,14,Trip Completed,11-07-2016 05:21,11-07-2016 06:09,11-07-2016,5,21,11,7,2016,11-07-2016,6,9,11,7,2016
215,City,14,Trip Completed,11-07-2016 06:15,11-07-2016 07:07,11-07-2016,6,15,11,7,2016,11-07-2016,7,7,11,7,2016
1816,City,14,Trip Completed,12-07-2016 09:24,12-07-2016 10:07,12-07-2016,9,24,12,7,2016,12-07-2016,10,7,12,7,2016
2505,Airport,14,Trip Completed,12-07-2016 21:03,12-07-2016 22:14,12-07-2016,21,3,12,7,2016,12-07-2016,22,14,12,7,2016
3346,City,14,Trip Completed,13-07-2016 13:01,13-07-2016 13:55,13-07-2016,13,1,13,7,2016,13-07-2016,13,55,13,7,2016
5294,City,14,Trip Completed,14-07-2016 21:45,14-07-2016 22:16,14-07-2016,21,45,14,7,2016,14-07-2016,22,16,14,7,2016
6226,Airport,14,Trip Completed,15-07-2016 17:34,15-07-2016 18:33,15-07-2016,17,34,15,7,2016,15-07-2016,18,33,15,7,2016
6733,Airport,14,Trip Completed,15-07-2016 23:32,16-07-2016 00:37,15-07-2016,23,32,15,7,2016,16-07-2016,0,37,16,7,2016
1027,Airport,15,Trip Completed,11-07-2016 19:18,11-07-2016 20:24,11-07-2016,19,18,11,7,2016,11-07-2016,20,24,11,7,2016
2675,Airport,15,Trip Completed,12-07-2016 23:43,13-07-2016 00:35,12-07-2016,23,43,12,7,2016,13-07-2016,0,35,13,7,2016
3200,City,15,Trip Completed,13-07-2016 09:39,13-07-2016 10:30,13-07-2016,9,39,13,7,2016,13-07-2016,10,30,13,7,2016
3865,City,15,Trip Completed,13-07-2016 21:52,13-07-2016 22:21,13-07-2016,21,52,13,7,2016,13-07-2016,22,21,13,7,2016
4468,City,15,Trip Completed,14-07-2016 08:42,14-07-2016 09:22,14-07-2016,8,42,14,7,2016,14-07-2016,9,22,14,7,2016
5163,Airport,15,Trip Completed,14-07-2016 20:34,14-07-2016 21:05,14-07-2016,20,34,14,7,2016,14-07-2016,21,5,14,7,2016
6009,City,15,Trip Completed,15-07-2016 12:22,15-07-2016 13:25,15-07-2016,12,22,15,7,2016,15-07-2016,13,25,15,7,2016
6448,Airport,15,Trip Completed,15-07-2016 20:02,15-07-2016 20:40,15-07-2016,20,2,15,7,2016,15-07-2016,20,40,15,7,2016
591,City,16,Trip Completed,11-07-2016 11:25,11-07-2016 12:31,11-07-2016,11,25,11,7,2016,11-07-2016,12,31,11,7,2016
709,City,16,Trip Completed,11-07-2016 14:16,11-07-2016 15:03,11-07-2016,14,16,11,7,2016,11-07-2016,15,3,11,7,2016
1167,Airport,16,Trip Completed,11-07-2016 20:50,11-07-2016 21:52,11-07-2016,20,50,11,7,2016,11-07-2016,21,52,11,7,2016
2661,Airport,16,Trip Completed,12-07-2016 23:23,13-07-2016 00:27,12-07-2016,23,23,12,7,2016,13-07-2016,0,27,13,7,2016
2808,City,16,Trip Completed,13-07-2016 05:05,13-07-2016 05:56,13-07-2016,5,5,13,7,2016,13-07-2016,5,56,13,7,2016
3258,Airport,16,Trip Completed,13-07-2016 10:12,13-07-2016 10:45,13-07-2016,10,12,13,7,2016,13-07-2016,10,45,13,7,2016
3413,Airport,16,Trip Completed,13-07-2016 15:32,13-07-2016 16:45,13-07-2016,15,32,13,7,2016,13-07-2016,16,45,13,7,2016
3939,Airport,16,Trip Completed,13-07-2016 22:26,13-07-2016 22:55,13-07-2016,22,26,13,7,2016,13-07-2016,22,55,13,7,2016
4125,City,16,Trip Completed,14-07-2016 04:37,14-07-2016 05:46,14-07-2016,4,37,14,7,2016,14-07-2016,5,46,14,7,2016
4457,City,16,Trip Completed,14-07-2016 08:36,14-07-2016 09:19,14-07-2016,8,36,14,7,2016,14-07-2016,9,19,14,7,2016
4728,City,16,Trip Completed,14-07-2016 14:04,14-07-2016 15:06,14-07-2016,14,4,14,7,2016,14-07-2016,15,6,14,7,2016
5347,Airport,16,Trip Completed,14-07-2016 22:51,14-07-2016 23:53,14-07-2016,22,51,14,7,2016,14-07-2016,23,53,14,7,2016
6147,City,16,Trip Completed,15-07-2016 16:11,15-07-2016 17:30,15-07-2016,16,11,15,7,2016,15-07-2016,17,30,15,7,2016
6496,Airport,16,Trip Completed,15-07-2016 20:33,15-07-2016 21:32,15-07-2016,20,33,15,7,2016,15-07-2016,21,32,15,7,2016
634,City,17,Trip Completed,11-07-2016 12:25,11-07-2016 13:06,11-07-2016,12,25,11,7,2016,11-07-2016,13,6,11,7,2016
939,Airport,17,Trip Completed,11-07-2016 18:25,11-07-2016 19:26,11-07-2016,18,25,11,7,2016,11-07-2016,19,26,11,7,2016
2628,Airport,17,Trip Completed,12-07-2016 22:10,12-07-2016 23:25,12-07-2016,22,10,12,7,2016,12-07-2016,23,25,12,7,2016
3021,City,17,Trip Completed,13-07-2016 07:33,13-07-2016 08:26,13-07-2016,7,33,13,7,2016,13-07-2016,8,26,13,7,2016
4743,City,17,Trip Completed,14-07-2016 14:54,14-07-2016 15:39,14-07-2016,14,54,14,7,2016,14-07-2016,15,39,14,7,2016
4981,City,17,Trip Completed,14-07-2016 18:47,14-07-2016 19:43,14-07-2016,18,47,14,7,2016,14-07-2016,19,43,14,7,2016
5367,Airport,17,Trip Completed,14-07-2016 23:35,15-07-2016 00:25,14-07-2016,23,35,14,7,2016,15-07-2016,0,25,15,7,2016
5471,Airport,17,Trip Completed,15-07-2016 04:48,15-07-2016 05:47,15-07-2016,4,48,15,7,2016,15-07-2016,5,47,15,7,2016
5988,Airport,17,Trip Completed,15-07-2016 11:48,15-07-2016 12:55,15-07-2016,11,48,15,7,2016,15-07-2016,12,55,15,7,2016
6477,Airport,17,Trip Completed,15-07-2016 20:21,15-07-2016 21:00,15-07-2016,20,21,15,7,2016,15-07-2016,21,0,15,7,2016
499,City,18,Trip Completed,11-07-2016 09:39,11-07-2016 10:16,11-07-2016,9,39,11,7,2016,11-07-2016,10,16,11,7,2016
1147,Airport,18,Trip Completed,11-07-2016 20:42,11-07-2016 21:18,11-07-2016,20,42,11,7,2016,11-07-2016,21,18,11,7,2016
1410,Airport,18,Trip Completed,12-07-2016 03:14,12-07-2016 04:27,12-07-2016,3,14,12,7,2016,12-07-2016,4,27,12,7,2016
1804,Airport,18,Trip Completed,12-07-2016 09:12,12-07-2016 09:57,12-07-2016,9,12,12,7,2016,12-07-2016,9,57,12,7,2016
1949,Airport,18,Trip Completed,12-07-2016 11:32,12-07-2016 12:13,12-07-2016,11,32,12,7,2016,12-07-2016,12,13,12,7,2016
2713,City,18,Trip Completed,13-07-2016 01:46,13-07-2016 02:37,13-07-2016,1,46,13,7,2016,13-07-2016,2,37,13,7,2016
2845,City,18,Trip Completed,13-07-2016 05:28,13-07-2016 06:10,13-07-2016,5,28,13,7,2016,13-07-2016,6,10,13,7,2016
3943,Airport,18,Trip Completed,13-07-2016 22:35,13-07-2016 23:33,13-07-2016,22,35,13,7,2016,13-07-2016,23,33,13,7,2016
4792,City,18,Trip Completed,14-07-2016 16:47,14-07-2016 17:34,14-07-2016,16,47,14,7,2016,14-07-2016,17,34,14,7,2016
5207,Airport,18,Trip Completed,14-07-2016 20:57,14-07-2016 21:56,14-07-2016,20,57,14,7,2016,14-07-2016,21,56,14,7,2016
5890,City,18,Trip Completed,15-07-2016 09:43,15-07-2016 10:55,15-07-2016,9,43,15,7,2016,15-07-2016,10,55,15,7,2016
494,City,19,Trip Completed,11-07-2016 09:36,11-07-2016 10:02,11-07-2016,9,36,11,7,2016,11-07-2016,10,2,11,7,2016
1485,City,19,Trip Completed,12-07-2016 05:21,12-07-2016 06:35,12-07-2016,5,21,12,7,2016,12-07-2016,6,35,12,7,2016
2042,City,19,Trip Completed,12-07-2016 14:30,12-07-2016 15:09,12-07-2016,14,30,12,7,2016,12-07-2016,15,9,12,7,2016
2561,Airport,19,Trip Completed,12-07-2016 21:29,12-07-2016 22:44,12-07-2016,21,29,12,7,2016,12-07-2016,22,44,12,7,2016
3813,Airport,19,Trip Completed,13-07-2016 21:06,13-07-2016 21:46,13-07-2016,21,6,13,7,2016,13-07-2016,21,46,13,7,2016
4260,Airport,19,Trip Completed,14-07-2016 06:11,14-07-2016 06:59,14-07-2016,6,11,14,7,2016,14-07-2016,6,59,14,7,2016
4395,City,19,Trip Completed,14-07-2016 08:00,14-07-2016 08:54,14-07-2016,8,0,14,7,2016,14-07-2016,8,54,14,7,2016
5919,City,19,Trip Completed,15-07-2016 10:03,15-07-2016 10:59,15-07-2016,10,3,15,7,2016,15-07-2016,10,59,15,7,2016
6002,Airport,19,Trip Completed,15-07-2016 12:04,15-07-2016 12:53,15-07-2016,12,4,15,7,2016,15-07-2016,12,53,15,7,2016
468,City,20,Trip Completed,11-07-2016 09:20,11-07-2016 10:05,11-07-2016,9,20,11,7,2016,11-07-2016,10,5,11,7,2016
693,Airport,20,Trip Completed,11-07-2016 13:51,11-07-2016 15:01,11-07-2016,13,51,11,7,2016,11-07-2016,15,1,11,7,2016
1178,City,20,Trip Completed,11-07-2016 21:05,11-07-2016 22:06,11-07-2016,21,5,11,7,2016,11-07-2016,22,6,11,7,2016
2103,City,20,Trip Completed,12-07-2016 16:08,12-07-2016 17:18,12-07-2016,16,8,12,7,2016,12-07-2016,17,18,12,7,2016
2292,Airport,20,Trip Completed,12-07-2016 18:46,12-07-2016 19:23,12-07-2016,18,46,12,7,2016,12-07-2016,19,23,12,7,2016
